,Retail_Product_Color,Retail_Product_Level1,Retail_Product_Level1Name,Retail_Product_Level2Name,Retail_Product_Level3Name,Retail_Product_Level4Name,Retail_Product_Name,Retail_Product_SKU,Retail_Product_Size,Retail_Product_Style,Retail_SOHQTY,Retail_CCQTY,_merge,diff,unders
1648,BEGE,C,VESTUARIO,CY,CYA,CYAA,CALCA SARJA CRN MSA INK SEM COSTURA  LIS,9588410002.0,46,CALÇA JEANS,2,1,both,-1,1
1649,PRETO,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS MARCA DE TERCEIROS CIGARRETE,9564130002.0,42,CALÇA JEANS,2,2,both,0,0
1650,OFF WHITE,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN PRD DISNEY,9663460003.0,P,SHORT DOLL,2,2,both,0,0
1651,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN PRD INK VISTA ABOTOADA E,9480150007.0,46,BOTTOM CURTO JEANS,1,0,left_only,-1,1
1652,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK SLIM LAVAGEM COM USED B,9440920007.0,36,CALÇA JEANS,1,0,left_only,-1,1
1653,BEGE,C,VESTUARIO,CR,CRA,CRAT,SOUTIEN CR MSA ELLA LISO BEGE 42 BEGE CL,9669540001.0,42,SOUTIEN / TOP,3,3,both,0,0
1654,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN SLO INK BARRA CHUVEIRINH,9384070007.0,46,BOTTOM CURTO JEANS,1,0,left_only,-1,1
1655,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK SLIM LAVAGEM COM USED B,9440920004.0,42,CALÇA JEANS,2,0,left_only,-2,2
1656,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF MSA INK USED E TANK FILIG,9479680001.0,36,CALÇA JEANS,2,1,both,-1,1
1657,VERDE,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CF PRD INK LISO VERDE 44 V,9569870004.0,44,BERMUDA SARJA,2,0,left_only,-2,2
1658,,H,ELETRO-ELETRONICOS,HZ,HZA,HZAH,RELOGIO MORMAII EMBORRACHADO AZUL DIGITA,9635990000.0,,MASCULINO EMBORRACHADO,2,2,both,0,0
1659,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS PS PRD INK COM AMARRACAO LIS,9481200002.0,46,BOTTOM CURTO JEANS PLUS,1,0,left_only,-1,1
1660,PRETO,C,VESTUARIO,CJ,CJA,CJAS,SHORT DOLL APP SNS SLO ELLA LISO PRETO G,8830400004.0,GG,SHORT DOLL,5,5,both,0,0
1661,AZUL,C,VESTUARIO,CM,CMB,CMBB,BERMUDA JEANS CDD SLO INK BERMUDA COLOR,9556670003.0,42,BERMUDA SARJA,2,0,left_only,-2,2
1662,CINZA,C,VESTUARIO,CR,CRB,CRBB,BERMUDOLL MANGA CURTA CR PRD ELLA LISO C,9569850003.0,M,BERMUDOL/SHORT DOLL,6,5,both,-1,1
1663,MARROM,C,VESTUARIO,CM,CMB,CMBA,CALCA APP CS SLO SLIM INK SARJA CHINO GA,8442390005.0,46,CALÇA SARJA,1,0,left_only,-1,1
1664,,W,BELEZA,WL,WLN,WLNB,ESMALTE  WL VULT VULT ESMALTE 5F PURO NU,9032510000.0,,ESMALTE,2,2,both,0,0
1665,CINZA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN SLO ELLA GA,9438680004.0,P,SHORT DOLL,3,3,both,0,0
1666,VERDE,C,VESTUARIO,CM,CMB,CMBA,CALCA JOGGER MSA INK VERDE LAVADO LISO 8,9596180007.0,48,CALÇA SARJA,1,0,left_only,-1,1
1667,AZUL,C,VESTUARIO,CR,CRB,CRBC,CAMISOLA MANGA CURTA CR PRD ELLA LISO AZ,9569190001.0,G,CAMISOLA / ROBE,4,3,both,-1,1
1668,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN PRD MARCA DE TERCEIROS C,9477670003.0,40,CALÇA JEANS,1,0,left_only,-1,1
1669,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF PRD INK USED BIGODE RASGO,9479730005.0,44,CALÇA JEANS,2,1,both,-1,1
1670,CINZA,C,VESTUARIO,CP,CPM,CPMG,MEIA CP FCX MAIS ACESSORIOS SAPATILHA ES,9306510001.0,34/39,MEIA CASUAL/ESPORTIVA,3,0,left_only,-3,3
1671,ROSA,C,VESTUARIO,CN,CNC,CNCK,CALCINHA JV CN SLO ELLA CEREJA ESTAMPADO,9588130003.0,M,KIT CALCINHA,3,3,both,0,0
1672,VERDE,C,VESTUARIO,CM,CMB,CMBA,CALCA JOGGER MSA INK VERDE LAVADO LISO 8,9596180001.0,36,CALÇA SARJA,1,0,left_only,-1,1
1673,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN PRD INK COM AMARRACAO LI,9480220003.0,40,BOTTOM CURTO JEANS,2,1,both,-1,1
1674,BEGE,C,VESTUARIO,CP,CPC,CPCD,CHINELO CP FCX MAIS ACESSORIOS REPEAT CA,9306250002.0,35/36,CHINELOS,3,1,both,-2,2
1675,VINHO,C,VESTUARIO,CJ,CJA,CJAK,CALCINHA CJ SLO ELLA RENDA LISO VINHO G,9628240001.0,G,KIT CALCINHA,5,5,both,0,0
1676,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK SLIM LAVAGEM COM BIGODE,9440880003.0,40,CALÇA JEANS,2,0,left_only,-2,2
1677,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS MSA INK VISTA ABOTOADA STONA,9384330005.0,34,CALÇA JEANS,1,0,left_only,-1,1
1678,SORTIDO,C,VESTUARIO,CM,CMB,CMBB,BERMUDA CM SLO INK SARJA 5 POCKETS RETA,9344570006.0,38,BERMUDA SARJA,1,0,left_only,-1,1
1679,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA   SAW MARCA DE TERCEIROS CALCA BOO,9660040004.0,40,CALÇA JEANS,1,0,left_only,-1,1
1680,ROSA,C,VESTUARIO,CY,CYA,CYAB,CALCA JEANS JV MSA INK BASICA BARRA VIRA,9427160012.0,46,CALÇA SARJA,1,0,left_only,-1,1
1681,MARROM,C,VESTUARIO,CM,CMB,CMBA,CALCA SARJA CRN MSA INK JOGGER CARGO  LI,9637460002.0,36,CALÇA SARJA,1,0,left_only,-1,1
1682,VERDE,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CF PRD INK LISO VERDE 38 V,9569870001.0,38,BERMUDA SARJA,1,0,left_only,-1,1
1683,PRETO,C,VESTUARIO,CY,CYA,CYAE,SHORT SARJA JV SLO INK COM AMASSADINHO,9384360003.0,36,BOTTOM CURTO SARJA,2,0,left_only,-2,2
1684,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS PS PRD INK RASGOS LISO 92733,9481230001.0,46,BOTTOM CURTO JEANS PLUS,2,0,left_only,-2,2
1685,,H,ELETRO-ELETRONICOS,HZ,HZA,HZAH,RELOGIO MASC XGAMES EMBORRACHADO PRETO A,9629160000.0,,MASCULINO EMBORRACHADO,2,2,both,0,0
1686,MARROM,C,VESTUARIO,CM,CMB,CMBA,CALCA CM MSA INK JOGGER  CAMEL LISO MARR,9440540002.0,44,CALÇA SARJA,1,0,left_only,-1,1
1687,PRETO,C,VESTUARIO,CP,CPM,CPMG,3 PARES MEIA INVISIVEL ACC SLO PRETO MES,9430390001.0,34/39,MEIA CASUAL/ESPORTIVA,1,0,left_only,-1,1
1688,PRETO,C,VESTUARIO,CP,CPM,CPMG,2 PARES  MEIA CCXP CURTA SLO WARNER FRIE,9556460001.0,34/39,MEIA CASUAL/ESPORTIVA,6,4,both,-2,2
1689,PRETO,C,VESTUARIO,CY,CYC,CYCC,SHORT JEANS PS PRD INK CLOCHARD COM AMAR,9481170002.0,52,BOTTOM CURTO SARJA PLUS,1,0,left_only,-1,1
1690,,W,BELEZA,WL,WLH,WLHB,BATOM MATTE MARROM FASCINANTE,8688000000.0,,BATOM BASTÃO JEQUITI,2,2,both,0,0
1691,DOURADO,C,VESTUARIO,C5,C5D,C5DA,COLAR DOURADO PINGENTES LTCP 0161 LONGO,9499270001.0,LONGO,COLAR,6,0,left_only,-6,6
1692,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN SLO INK BASICA STONE  LI,9383890006.0,38,CALÇA JEANS,8,2,both,-6,6
1693,CAQUI,C,VESTUARIO,CM,CMB,CMBA,CALCA APP CS SLO SLIM INK SARJA CHINO GA,8442380005.0,46,CALÇA SARJA,0,0,left_only,0,0
1694,BEGE,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN TRS ALEGRETO  REF 61743 BEGE  DE,9263030004.0,50,SOUTIEN / TOP,2,2,both,0,0
1695,PRATEADO,C,VESTUARIO,C5,C5C,C5CA,BRINCO ARGOLA STRASSC BOLINHA NIQUEL LTB,9435190001.0,CURTO,BRINCO,4,0,left_only,-4,4
1696,AMARELO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS ONCA AMARELO BEGE PT,8459990001.0,G,CALCINHA / BOTTOM,3,1,both,-2,2
1697,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM PRD INK LAVAGEM COM USED BIGODE,9440950001.0,38,CALÇA JEANS,1,1,both,0,0
1698,ROSA,C,VESTUARIO,CR,CRA,CRAB,BIQUINI CR SLO ELLA RENDA  LISO ROSA P R,9647270004.0,P,CALCINHA / BOTTOM,1,1,both,0,0
1699,,H,ELETRO-ELETRONICOS,HJ,HJB,HJBA,TABLET MULTILASER MICKEY WIFI 32GB TELA,9372300000.0,,TABLET WIFI ANDROID,3,3,both,0,0
1700,PRETO,C,VESTUARIO,CP,CPM,CPMG,2 PARES MEIA INVISIVEL ACC SLO PANDA PTO,9501960001.0,34/39,MEIA CASUAL/ESPORTIVA,15,6,both,-9,9
1701,JEANS,C,VESTUARIO,CY,CYD,CYDA,CALCA JEANS CF MSA INK USED TANK ABERTUR,9384450001.0,36,CALÇA JEANS,1,0,left_only,-1,1
1702,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS PRD INK COM PUNHO E AMARR,9481130003.0,54,CALÇA JEANS PLUS,1,0,left_only,-1,1
1703,ROSA,C,VESTUARIO,CP,CPM,CPMG,3 PARES MEIA CURTA ACC SLO FLORAL REPEAT,9355240001.0,34/39,MEIA CASUAL/ESPORTIVA,6,0,left_only,-6,6
1704,JEANS,C,VESTUARIO,CY,CYD,CYDA,CALCA JEANS CRN MSA INK USED BIGODE BARR,9384550002.0,44,CALÇA JEANS,1,0,left_only,-1,1
1705,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS PS MSA INK USED BARRA VIRADA,9480960002.0,52,BOTTOM CURTO JEANS PLUS,1,1,both,0,0
1706,JEANS,C,VESTUARIO,C8,C8B,C8BA,CALCA C8 PRD PPO INK STONE USED TANK E F,9483790001.0,1,CALÇA,1,1,both,0,0
1707,BRANCO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS TANGA MFB ANCORA BRC,7477500001.0,P,CALCINHA / BOTTOM,1,1,both,0,0
1708,BEGE,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN  SLO ELLA CHAMPAGNE LISO BEGE 42,9637510002.0,42,SOUTIEN / TOP,3,0,left_only,-3,3
1709,,H,ELETRO-ELETRONICOS,HZ,HZA,HZAJ,RELOGIO MONDAINE MASC COURO KIT PULSEIRA,9538960000.0,,KIT MASCULINO COURO,1,1,both,0,0
1710,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS MARCA DE TERCEIROS CIGARRETE,9564190005.0,36,CALÇA JEANS,2,0,left_only,-2,2
1711,VERDE,C,VESTUARIO,CY,CYA,CYAH,SHORT SARJA JV MSA INK CLOCHARD VERDE BA,9593130005.0,44,SAIA,2,0,left_only,-2,2
1712,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN PRD INK RASGOS USED BIGO,9480250002.0,44,BOTTOM CURTO JEANS,1,0,left_only,-1,1
1713,JEANS,C,VESTUARIO,CY,CYC,CYCE,BLUSA MANGA CURTA JEANS PS PRD INK MANGA,9427230002.0,54,TOP PLUS,1,0,left_only,-1,1
1714,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF MSA INK USED E TANK FILIG,9479680005.0,44,CALÇA JEANS,2,1,both,-1,1
1715,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK LAVAGEM COM USED BIGODE,9440990005.0,44,CALÇA JEANS,1,0,left_only,-1,1
1716,VERDE,C,VESTUARIO,CY,CYA,CYAE,SHORT SARJA CRN SLO INK AMASSADINHO VERD,9573170001.0,34,BOTTOM CURTO SARJA,1,0,left_only,-1,1
1717,JEANS,C,VESTUARIO,C8,C8C,C8CD,MACACAO C8 INFO PRD INK STONE USED TANK,9483960003.0,8,INTEIRO,1,0,left_only,-1,1
1718,AZUL,C,VESTUARIO,CP,CPM,CPMG,2 PARES MEIA CURTA SLO WARNER WONDER WOM,9556440001.0,34/39,MEIA CASUAL/ESPORTIVA,1,0,left_only,-1,1
1719,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CDD PRD INK ABERTURA BARRA L,9479860001.0,38,CALÇA JEANS,2,2,both,0,0
1720,CINZA,C,VESTUARIO,CN,CNC,CNCC,CAMISOLA MANGA CURTA JV CN SLO DISNEY V,9297040005.0,P,CAMISOLA / ROBE,2,2,both,0,0
1721,PRETO,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS 1 2 DAILY REF C04935 PRE,6541060001.0,P,SOUTIEN / TOP,1,0,left_only,-1,1
1722,,W,BELEZA,WA,WAD,WADP,DESODORANTE COLONIA JEQUITI LARISSA MANO,9466840000.0,,PERFUME,1,1,both,0,0
1723,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN SLO INK BARRA CHUVEIRINH,9384680005.0,36,BOTTOM CURTO JEANS,2,2,both,0,0
1724,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS JV MSA INK BARRA DESFIADA BI,9384690003.0,38,BOTTOM CURTO JEANS,1,0,left_only,-1,1
1725,JEANS,C,VESTUARIO,C8,C8D,C8DA,CALCA C8 PRD EVT PAIS INK INFO SUPER STO,9483950002.0,6,CALÇA,3,3,both,0,0
1726,AZUL,C,VESTUARIO,CP,CPC,CPCD,CHINELO ABERTO EVA STITCH AZUL ESTAMPADO,9666040002.0,37/38,CHINELOS,2,2,both,0,0
1727,PRETO,C,VESTUARIO,CP,CPM,CPMG,MEIA SAPATILHA INVISIVEL APP ACC PRETO A,7679410001.0,34-38,MEIA CASUAL/ESPORTIVA,53,6,both,-47,47
1728,BRANCO,C,VESTUARIO,CM,CMB,CMBA,CALCA CM SLIM BRANC EASE MSA INK LISO BR,9282060002.0,38,CALÇA SARJA,1,0,left_only,-1,1
1729,PRETO,C,VESTUARIO,C7,C7A,C7AT,SOUTIEN TG P1 POA P B LIV C7 50 PRETO ES,9575000003.0,50,SOUTIEN / TOP,2,1,both,-1,1
1730,PRETO,C,VESTUARIO,CY,CYA,CYAA,CALCA CY SAW EVT LAN MARCA DE TERCEIROS,9703690001.0,36,CALÇA JEANS,1,0,left_only,-1,1
1731,CINZA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN SLO ELLA LH,9468440008.0,GG,SHORT DOLL,7,7,both,0,0
1732,JEANS,C,VESTUARIO,CM,CMA,CMAB,BERMUDA CS SLO INK RETA COM GANCHO MEDIO,9171540002.0,40,BERMUDA JEANS,4,0,left_only,-4,4
1733,ROSA,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9581360004.0,P,SHORT DOLL,1,1,both,0,0
1734,CHOCOLATE,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS COLONIAL CETINETE RENDA,5572370002.0,50,SOUTIEN / TOP,1,1,both,0,0
1735,BRANCO,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9653240001.0,M,SHORT DOLL,2,2,both,0,0
1736,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK AMACIADAUSEDSTON,9578080002.0,38,CALÇA JEANS,2,0,left_only,-2,2
1737,CINZA,C,VESTUARIO,C7,C7A,C7AS,SHORT DOLL MC TG GARFILD GAS C7 48 CINZA,9647880002.0,48,BERMUDOL/SHORT DOLL,3,3,both,0,0
1738,,W,BELEZA,WA,WAC,WACP,DESODORANTE COLONIA FEMININA REBECA ABRA,9485480000.0,,PERFUME,3,1,both,-2,2
1739,CHOCOLATE,C,VESTUARIO,C9,C9A,C9AT,SOUTIEN PUSH UP ESS C9 PRD RENDA CHOCOLA,9316940003.0,44,SOUTIEN / TOP,1,0,left_only,-1,1
1740,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK BAGGY COS ELASTI,9412540004.0,42,CALÇA JEANS,2,2,both,0,0
1741,JEANS,C,VESTUARIO,CY,CYA,CYAH,SHORT JEANS JV MSA INK ELASTICO CINTURA,9592960001.0,34,SAIA,1,0,left_only,-1,1
1742,JEANS,C,VESTUARIO,CY,CYA,CYAF,TOP SEM MANGA JEANS CRN PRD INK CORSET L,9594460004.0,42,TOP,2,2,both,0,0
1743,JEANS,C,VESTUARIO,CY,CYA,CYAF,TOP SEM MANGA JEANS CRN PRD INK CORSET L,9594460001.0,36,TOP,1,1,both,0,0
1744,JEANS,C,VESTUARIO,CY,CYC,CYCD,SHORT JEANS PS PRD INK RASGOS LISO 92733,9481230002.0,48,BOTTOM CURTO JEANS PLUS,2,0,left_only,-2,2
1745,CINZA,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL SEM MANGA JV CN SLO ELLA 8905,9443600002.0,GG,SHORT DOLL,1,1,both,0,0
1746,CINZA,C,VESTUARIO,CR,CRB,CRBB,BERMULDOLL MANGA CURTA CR PRD ELLA  CINZ,9656040004.0,GG,BERMUDOL/SHORT DOLL,1,1,both,0,0
1747,ROSA,C,VESTUARIO,CY,CYA,CYAH,BERMUDA SARJA CF MSA INK MEIA COXA VISTA,9593120002.0,38,SAIA,2,2,both,0,0
1748,VERDE,C,VESTUARIO,CY,CYA,CYAB,CALCA  CRN INK FIVE POCKETS  PANTONE 180,9167350001.0,36,CALÇA SARJA,2,2,both,0,0
1749,PRETO,C,VESTUARIO,C7,C7A,C7AK,2 CALCINHAS BIQUINI TG P2 RENDA LATERAL,9644200002.0,GG,KIT CALCINHA,2,2,both,0,0
1750,ROSA,C,VESTUARIO,CR,CRA,CRAS,SHORT DOLL MANGA CURTA CR SLO ELLA ESTAM,9581360002.0,GG,SHORT DOLL,1,1,both,0,0
1751,JEANS,C,VESTUARIO,CM,CMC,CMCB,BERMUDA JEANS INK LISO 02ma00656 JEANS 3,9571210002.0,38,BERMUDA JOVEM,2,0,left_only,-2,2
1752,LARANJA,C,VESTUARIO,CM,CMB,CMBB,BERMUDA JEANS CRN MSA INK FIVE POCKETS L,9578730006.0,38,BERMUDA SARJA,1,0,left_only,-1,1
1753,JEANS,C,VESTUARIO,C8,C8D,C8DA,CALCA C8 SLO INFO INK COM BOLSOS GRANDES,9397900002.0,8,CALÇA,3,1,both,-2,2
1754,DOURADO,C,VESTUARIO,C5,C5E,C5EA,CONJUNTO RELIGIOSO FE DOURADO LTCJP110 S,9705050001.0,SEM TAMANHO,CONJUNTO,5,0,left_only,-5,5
1755,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS JV PRD INK COS DUPLO E BOLSO,9579600004.0,42,CALÇA JEANS,1,0,left_only,-1,1
1756,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK Stone  Used Bigo,9456310001.0,44,CALÇA JEANS,1,0,left_only,-1,1
1757,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK SLIM LAVAGEM COM USED B,9440770005.0,44,CALÇA JEANS,0,0,left_only,0,0
1758,BRANCO,C,VESTUARIO,C6,C6A,C6AB,CALCINHA APP TRS CAVADA ABRUPT BRANCO RE,8365010002.0,G,CALCINHA / BOTTOM,3,3,both,0,0
1759,JEANS,C,VESTUARIO,CY,CYA,CYAD,SHORT JEANS CRN PRD INK COM AMARRACAO LI,9480220006.0,46,BOTTOM CURTO JEANS,1,0,left_only,-1,1
1760,JEANS,C,VESTUARIO,CY,CYA,CYAF,BLUSA JEANS APP EVT JEANS CRN  PRD INK M,8569960002.0,38,TOP,11,1,both,-10,10
1761,,W,BELEZA,WL,WLC,WLCF,ILUMINADOR  WL VULT VULT BLUSH COMP C 10,9032720000.0,,BLUSH/ ILUMINADOR ROSTO,1,1,both,0,0
1762,ROSA,C,VESTUARIO,CR,CRA,CRAC,CAMISOLA MANGA CURTA CR PRD ELLA LISO 89,9590760003.0,M,CAMISOLA / ROBE,8,4,both,-4,4
1763,BRANCO,C,VESTUARIO,CM,CMB,CMBB,BERMUDA SARJA CF PRD INK LISO BRANCO 48,9569860006.0,48,BERMUDA SARJA,1,0,left_only,-1,1
1764,DOURADO,C,VESTUARIO,C5,C5A,C5AB,OCULOS  C5 MAIS ACESSORIOS OCULOS FEMINI,9718560001.0,UNICO,ÓCULOS METAL,1,1,both,0,0
1765,PRETO,C,VESTUARIO,CY,CYA,CYAB,CALCA SARJA JV PRD INK ELASTICO COS PUNH,9420090007.0,38,CALÇA SARJA,1,1,both,0,0
1766,ROSA,C,VESTUARIO,CN,CNC,CNCK,CALCINHA JV CN SLO ELLA ESTRELA ESTAMPAD,9588710001.0,G,KIT CALCINHA,1,1,both,0,0
1767,CINZA,C,VESTUARIO,CN,CNC,CNCC,CAMISOLA MANGA CURTA JV CN SLO DISNEY V,9443510003.0,M,CAMISOLA / ROBE,4,4,both,0,0
1768,JEANS,C,VESTUARIO,C8,C8D,C8DB,BERMUDA C8 PRD JUVO MARCA DE TERCEIROS S,9484070001.0,12,BERMUDA,1,0,left_only,-1,1
1769,BEGE,C,VESTUARIO,C6,C6A,C6AT,SOUTIEN APP TRS GALLARD BEGE CONTROL REF,6740540004.0,52,SOUTIEN / TOP,2,0,left_only,-2,2
1770,BRANCO,C,VESTUARIO,CP,CPM,CPMG,MEIA CP FCX MAIS ACESSORIOS SAPATILHA ES,9306140001.0,34/39,MEIA CASUAL/ESPORTIVA,3,0,left_only,-3,3
1771,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF MSA INK USED TANK DIRT LI,9579550006.0,46,CALÇA JEANS,2,1,both,-1,1
1772,JEANS,C,VESTUARIO,CY,CYA,CYAD,BERMUDA JEANS CRN MSA INK USED BARRA DES,9573020002.0,38,BOTTOM CURTO JEANS,2,0,left_only,-2,2
1773,ROXO,C,VESTUARIO,C8,C8C,C8CA,CALCA C8 PRD INK INFA COM CINTINHO DE TE,9483680001.0,4,CALÇA,2,1,both,-1,1
1774,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN MSA INK AMCIADAUSEDSTONE,9578060001.0,38,CALÇA JEANS,1,0,left_only,-1,1
1775,ROSA,C,VESTUARIO,CR,CRA,CRAB,CALCINHA CR MSA ELLA BASE RENDA LISO ROS,9390770002.0,GG,CALCINHA / BOTTOM,1,1,both,0,0
1776,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS  BIO MARCA DE TERCEIROS Jogg,9697910004.0,40,CALÇA JEANS,2,0,left_only,-2,2
1777,AZUL,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS MFB REF  K51509 K195,8218660003.0,G,CALCINHA / BOTTOM,3,3,both,0,0
1778,,H,ELETRO-ELETRONICOS,HZ,HZB,HZBL,RELOGIO LINCE FEM DOURADO KIT COLCAR   B,9535540000.0,,KIT FEMININO DOURADO,1,1,both,0,0
1779,ROSA,C,VESTUARIO,CR,CRA,CRAK,CALCINHA CR PRD ELLA CANDY FLOWERS ESTAM,9388950004.0,M,KIT CALCINHA,2,2,both,0,0
1780,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA CM MSA INK SLIM LAVAGEM COM USED B,9440920003.0,44,CALÇA JEANS,2,0,left_only,-2,2
1781,BRANCO,C,VESTUARIO,CY,CYA,CYAE,SHORT   INK LISO 07FE00650 BRANCO 40 BRA,9585490002.0,40,BOTTOM CURTO SARJA,1,0,left_only,-1,1
1782,,W,BELEZA,WA,WAC,WACP,COLONIA DESODORANTE FEMININA DESIREE LUM,8686930000.0,,PERFUME,8,7,both,-1,1
1783,JEANS,C,VESTUARIO,CM,CMA,CMAA,CALCA JEANS CRN PRD INK EVT SUPER STONE,9561450003.0,40,CALÇA JEANS,1,0,left_only,-1,1
1784,VERMELHO,C,VESTUARIO,CJ,CJA,CJAT,SOUTIEN SNS SLO BASE VERMELHO RENDA BASI,8222140006.0,42,SOUTIEN / TOP,2,1,both,-1,1
1785,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN SLO INK USED TANK RASGOS,9480770003.0,46,CALÇA JEANS,1,0,left_only,-1,1
1786,BRANCO,C,VESTUARIO,CJ,CJA,CJAB,CALCINHA APP SLO BIQUINI RENDA BRANCO PP,7738190001.0,P,CALCINHA / BOTTOM,3,2,both,-1,1
1787,JEANS,C,VESTUARIO,CY,CYA,CYAD,BERMUDA JEANS CRN MSA INK USED BARRA DES,9573000002.0,38,BOTTOM CURTO JEANS,1,1,both,0,0
1788,,W,BELEZA,WA,WAC,WACP,COLONIA DESODORANTE FEMININA ELIANA CRIS,8686880000.0,,PERFUME,4,3,both,-1,1
1789,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN MSA INK SKY USED TANK BA,9479810003.0,44,CALÇA JEANS,1,1,both,0,0
1790,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CRN SLO INK BASICA STONE  LI,9383880002.0,42,CALÇA JEANS,2,0,left_only,-2,2
1791,JEANS,C,VESTUARIO,CY,CYA,CYAD,BERMUDA JEANS CRN MSA INK USED BARRA FEI,9573060005.0,44,BOTTOM CURTO JEANS,0,0,left_only,0,0
1792,BRANCO,C,VESTUARIO,CN,CNC,CNCK,CALCINHA JV CN SLO ELLA MICRO POA  ESTAM,9588720004.0,M,KIT CALCINHA,1,1,both,0,0
1793,JEANS,C,VESTUARIO,CY,CYC,CYCB,CALCA JEANS PS MSA INK USED E BARRA CHUV,9383740001.0,54,CALÇA JEANS PLUS,1,0,left_only,-1,1
1794,VERMELHO,C,VESTUARIO,C6,C6A,C6AB,3 CALCINHAS APP TRS BIQUINI REF 51509 K2,8878390003.0,GG,CALCINHA / BOTTOM,2,1,both,-1,1
1795,JEANS,C,VESTUARIO,CM,CMA,CMAB,BERMUDA JEANS EVT PAIS CRN PRD INK BERMU,9578940005.0,46,BERMUDA JEANS,2,0,left_only,-2,2
1796,AZUL,C,VESTUARIO,CN,CNC,CNCS,SHORT DOLL MANGA CURTA JV CN SLO ELLA ES,9438710010.0,M,SHORT DOLL,1,0,left_only,-1,1
1797,JEANS,C,VESTUARIO,CY,CYA,CYAA,CALCA JEANS CF PRD INK USED TANK PUIDOS,9479600004.0,46,CALÇA JEANS,1,0,left_only,-1,1
1798,AZUL,C,VESTUARIO,CY,CYA,CYAB,CALCA SARJA JV MSA INK BASICA BARRA VIRA,9475000013.0,44,CALÇA SARJA,1,0,left_only,-1,1
